fio_write_throughput,fio_write_iops,fio_read_throughput,fio_read_iops,git_clone,git_status,remove_repo,unzip,dd,ssd
4154MiB/s,28.5MiB/s,12.3GiB/s,308MiB/s,10.43 seconds,0.40 seconds,0.14 seconds,99.15 seconds,13.62 seconds,602.4033203125 FPS
